dictionary size=  100000
list element size=  100 

Start value = P  Goal value = V 

Expand Node | Fringe
Q3          | (37623, 'V15'), (74387, 'G5'), (78097, 'N13'), (84857, 'J25'), (74435, 'G5'), (80098, 'L21'), (90159, 'Z20'), (84951, 'J4'), (92540, 'U7'), (80146, 'L21'), (78145, 'N13'), (84809, 'J25'), (80509, 'W4'), (92492, 'U7'), (92506, 'T22'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (95698, 'Y21'), (98485, 'K8'), (88508, 'I18'), (87144, 'N'), (94575, 'B'), (93504, 'Y2'), (89864, 'P17'), (90207, 'Z20'), (94569, 'B'), (94579, 'B')
V15         | (74387, 'G5'), (74435, 'G5'), (78097, 'N13'), (84857, 'J25'), (78145, 'N13'), (80098, 'L21'), (90159, 'Z20'), (84951, 'J4'), (92540, 'U7'), (80146, 'L21'), (87144, 'N'), (84809, 'J25'), (80509, 'W4'), (92492, 'U7'), (92506, 'T22'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (95698, 'Y21'), (98485, 'K8'), (88508, 'I18'), (94579, 'B'), (94575, 'B'), (93504, 'Y2'), (89864, 'P17'), (90207, 'Z20'), (94569, 'B'), (94527, 'B')
G5          | (74435, 'G5'), (78145, 'N13'), (78097, 'N13'), (84857, 'J25'), (80146, 'L21'), (80098, 'L21'), (90159, 'Z20'), (84951, 'J4'), (92540, 'U7'), (88508, 'I18'), (87144, 'N'), (84809, 'J25'), (80509, 'W4'), (92492, 'U7'), (92506, 'T22'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (95698, 'Y21'), (98485, 'K8'), (94527, 'B'), (94579, 'B'), (94575, 'B'), (93504, 'Y2'), (89864, 'P17'), (90207, 'Z20'), (94569, 'B')
G5          | (78097, 'N13'), (78145, 'N13'), (80098, 'L21'), (84857, 'J25'), (80146, 'L21'), (80509, 'W4'), (90159, 'Z20'), (84951, 'J4'), (92540, 'U7'), (88508, 'I18'), (87144, 'N'), (84809, 'J25'), (90207, 'Z20'), (92492, 'U7'), (92506, 'T22'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (95698, 'Y21'), (98485, 'K8'), (94527, 'B'), (94579, 'B'), (94575, 'B'), (93504, 'Y2'), (89864, 'P17'), (94569, 'B')
N13         | (78145, 'N13'), (80146, 'L21'), (80098, 'L21'), (84857, 'J25'), (87144, 'N'), (80509, 'W4'), (90159, 'Z20'), (84951, 'J4'), (92540, 'U7'), (88508, 'I18'), (94569, 'B'), (84809, 'J25'), (90207, 'Z20'), (92492, 'U7'), (92506, 'T22'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (95698, 'Y21'), (98485, 'K8'), (94527, 'B'), (94579, 'B'), (94575, 'B'), (93504, 'Y2'), (89864, 'P17')
N13         | (80098, 'L21'), (80146, 'L21'), (80509, 'W4'), (84857, 'J25'), (87144, 'N'), (84809, 'J25'), (90159, 'Z20'), (84951, 'J4'), (92540, 'U7'), (88508, 'I18'), (94569, 'B'), (89864, 'P17'), (90207, 'Z20'), (92492, 'U7'), (92506, 'T22'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (95698, 'Y21'), (98485, 'K8'), (94527, 'B'), (94579, 'B'), (94575, 'B'), (93504, 'Y2')
L21         | (80146, 'L21'), (84857, 'J25'), (80509, 'W4'), (84951, 'J4'), (87144, 'N'), (84809, 'J25'), (90159, 'Z20'), (93504, 'Y2'), (92540, 'U7'), (88508, 'I18'), (94569, 'B'), (89864, 'P17'), (90207, 'Z20'), (92492, 'U7'), (92506, 'T22'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (95698, 'Y21'), (98485, 'K8'), (94527, 'B'), (94579, 'B'), (94575, 'B')
L21         | (80509, 'W4'), (84857, 'J25'), (84809, 'J25'), (84951, 'J4'), (87144, 'N'), (89864, 'P17'), (90159, 'Z20'), (93504, 'Y2'), (92540, 'U7'), (88508, 'I18'), (94569, 'B'), (94575, 'B'), (90207, 'Z20'), (92492, 'U7'), (92506, 'T22'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (95698, 'Y21'), (98485, 'K8'), (94527, 'B'), (94579, 'B')
W4          | (84809, 'J25'), (84857, 'J25'), (89864, 'P17'), (84951, 'J4'), (87144, 'N'), (90207, 'Z20'), (90159, 'Z20'), (93504, 'Y2'), (92540, 'U7'), (88508, 'I18'), (94569, 'B'), (94575, 'B'), (94579, 'B'), (92492, 'U7'), (92506, 'T22'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (95698, 'Y21'), (98485, 'K8'), (94527, 'B')
J25         | (84857, 'J25'), (84951, 'J4'), (89864, 'P17'), (92540, 'U7'), (87144, 'N'), (90207, 'Z20'), (90159, 'Z20'), (93504, 'Y2'), (94527, 'B'), (88508, 'I18'), (94569, 'B'), (94575, 'B'), (94579, 'B'), (92492, 'U7'), (92506, 'T22'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (95698, 'Y21'), (98485, 'K8')
J25         | (84951, 'J4'), (87144, 'N'), (89864, 'P17'), (92540, 'U7'), (88508, 'I18'), (90207, 'Z20'), (90159, 'Z20'), (93504, 'Y2'), (94527, 'B'), (98485, 'K8'), (94569, 'B'), (94575, 'B'), (94579, 'B'), (92492, 'U7'), (92506, 'T22'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (95698, 'Y21')
J4          | (13112, 'I'), (87144, 'N'), (89864, 'P17'), (88508, 'I18'), (94569, 'B'), (90207, 'Z20'), (90159, 'Z20'), (93504, 'Y2'), (92540, 'U7'), (98485, 'K8'), (95698, 'Y21'), (94575, 'B'), (94579, 'B'), (92492, 'U7'), (92506, 'T22'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (94527, 'B')
I           | (21995, 'O2'), (27302, 'L15'), (75851, 'V21'), (88508, 'I18'), (44956, 'J18'), (89864, 'P17'), (90159, 'Z20'), (93504, 'Y2'), (92540, 'U7'), (87144, 'N'), (49034, 'J2'), (90207, 'Z20'), (94579, 'B'), (92492, 'U7'), (92506, 'T22'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (94527, 'B'), (98485, 'K8'), (94569, 'B'), (95698, 'Y21'), (53333, 'O6'), (94575, 'B')
O2          | (27302, 'L15'), (44956, 'J18'), (75851, 'V21'), (88508, 'I18'), (49034, 'J2'), (89864, 'P17'), (90159, 'Z20'), (93504, 'Y2'), (92540, 'U7'), (87144, 'N'), (53333, 'O6'), (90207, 'Z20'), (94579, 'B'), (92492, 'U7'), (92506, 'T22'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (94527, 'B'), (98485, 'K8'), (94569, 'B'), (95698, 'Y21'), (94575, 'B')
L15         | (44956, 'J18'), (49034, 'J2'), (75851, 'V21'), (88508, 'I18'), (53333, 'O6'), (89864, 'P17'), (90159, 'Z20'), (93504, 'Y2'), (92540, 'U7'), (87144, 'N'), (94575, 'B'), (90207, 'Z20'), (94579, 'B'), (92492, 'U7'), (92506, 'T22'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (94527, 'B'), (98485, 'K8'), (94569, 'B'), (95698, 'Y21')
J18         | (49034, 'J2'), (53333, 'O6'), (75851, 'V21'), (88508, 'I18'), (87144, 'N'), (89864, 'P17'), (90159, 'Z20'), (93504, 'Y2'), (92540, 'U7'), (94569, 'B'), (94575, 'B'), (90207, 'Z20'), (94579, 'B'), (92492, 'U7'), (92506, 'T22'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (94527, 'B'), (98485, 'K8'), (95698, 'Y21')
J2          | (53333, 'O6'), (87144, 'N'), (75851, 'V21'), (88508, 'I18'), (94569, 'B'), (89864, 'P17'), (90159, 'Z20'), (93504, 'Y2'), (92540, 'U7'), (95698, 'Y21'), (94575, 'B'), (90207, 'Z20'), (94579, 'B'), (92492, 'U7'), (92506, 'T22'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (94527, 'B'), (98485, 'K8')
O6          | (75851, 'V21'), (87144, 'N'), (89864, 'P17'), (88508, 'I18'), (94569, 'B'), (90207, 'Z20'), (90159, 'Z20'), (93504, 'Y2'), (92540, 'U7'), (95698, 'Y21'), (94575, 'B'), (98485, 'K8'), (94579, 'B'), (92492, 'U7'), (92506, 'T22'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11'), (94527, 'B')
V21         | (87144, 'N'), (88508, 'I18'), (89864, 'P17'), (92540, 'U7'), (94569, 'B'), (90207, 'Z20'), (90159, 'Z20'), (93504, 'Y2'), (94527, 'B'), (95698, 'Y21'), (94575, 'B'), (98485, 'K8'), (94579, 'B'), (92492, 'U7'), (92506, 'T22'), (100091, 'N5'), (93947, 'T17'), (97750, 'T11')
N           | (3059, 'T6'), (5168, 'U4'), (89864, 'P17'), (88508, 'I18'), (19616, 'W16'), (90207, 'Z20'), (90159, 'Z20'), (93947, 'T17'), (92540, 'U7'), (72910, 'U25'), (21310, 'O14'), (98485, 'K8'), (94579, 'B'), (92492, 'U7'), (92506, 'T22'), (100091, 'N5'), (97750, 'T11'), (94527, 'B'), (93504, 'Y2'), (95698, 'Y21'), (94569, 'B'), (94575, 'B')
T6          | (5168, 'U4'), (19616, 'W16'), (89864, 'P17'), (88508, 'I18'), (21310, 'O14'), (90207, 'Z20'), (90159, 'Z20'), (93947, 'T17'), (92540, 'U7'), (72910, 'U25'), (94575, 'B'), (98485, 'K8'), (94579, 'B'), (92492, 'U7'), (92506, 'T22'), (100091, 'N5'), (97750, 'T11'), (94527, 'B'), (93504, 'Y2'), (95698, 'Y21'), (94569, 'B')
U4          | (19616, 'W16'), (21310, 'O14'), (89864, 'P17'), (88508, 'I18'), (72910, 'U25'), (90207, 'Z20'), (90159, 'Z20'), (93947, 'T17'), (92540, 'U7'), (94569, 'B'), (94575, 'B'), (98485, 'K8'), (94579, 'B'), (92492, 'U7'), (92506, 'T22'), (100091, 'N5'), (97750, 'T11'), (94527, 'B'), (93504, 'Y2'), (95698, 'Y21')
W16         | (21310, 'O14'), (72910, 'U25'), (89864, 'P17'), (88508, 'I18'), (94569, 'B'), (90207, 'Z20'), (90159, 'Z20'), (93947, 'T17'), (92540, 'U7'), (95698, 'Y21'), (94575, 'B'), (98485, 'K8'), (94579, 'B'), (92492, 'U7'), (92506, 'T22'), (100091, 'N5'), (97750, 'T11'), (94527, 'B'), (93504, 'Y2')
O14         | (72910, 'U25'), (88508, 'I18'), (89864, 'P17'), (92540, 'U7'), (94569, 'B'), (90207, 'Z20'), (90159, 'Z20'), (93947, 'T17'), (93504, 'Y2'), (95698, 'Y21'), (94575, 'B'), (98485, 'K8'), (94579, 'B'), (92492, 'U7'), (92506, 'T22'), (100091, 'N5'), (97750, 'T11'), (94527, 'B')
U25         | (88508, 'I18'), (92540, 'U7'), (89864, 'P17'), (93504, 'Y2'), (94569, 'B'), (90207, 'Z20'), (90159, 'Z20'), (93947, 'T17'), (94527, 'B'), (95698, 'Y21'), (94575, 'B'), (98485, 'K8'), (94579, 'B'), (92492, 'U7'), (92506, 'T22'), (100091, 'N5'), (97750, 'T11')
I18         | (89864, 'P17'), (92540, 'U7'), (90159, 'Z20'), (93504, 'Y2'), (94569, 'B'), (90207, 'Z20'), (92492, 'U7'), (93947, 'T17'), (94527, 'B'), (95698, 'Y21'), (94575, 'B'), (98485, 'K8'), (94579, 'B'), (97750, 'T11'), (92506, 'T22'), (100091, 'N5')
P17         | (90159, 'Z20'), (92540, 'U7'), (90207, 'Z20'), (93504, 'Y2'), (94569, 'B'), (94579, 'B'), (92492, 'U7'), (93947, 'T17'), (94527, 'B'), (95698, 'Y21'), (94575, 'B'), (98485, 'K8'), (100091, 'N5'), (97750, 'T11'), (92506, 'T22')
Z20         | (89211, 'S'), (92540, 'U7'), (90207, 'Z20'), (93504, 'Y2'), (94569, 'B'), (94579, 'B'), (92492, 'U7'), (93947, 'T17'), (94527, 'B'), (95698, 'Y21'), (94575, 'B'), (98485, 'K8'), (100091, 'N5'), (97750, 'T11'), (92506, 'T22')
S           | (59784, 'S1'), (63718, 'Y18'), (90207, 'Z20'), (85331, 'V3'), (94569, 'B'), (94579, 'B'), (92492, 'U7'), (92540, 'U7'), (94527, 'B'), (95698, 'Y21'), (94575, 'B'), (98485, 'K8'), (100091, 'N5'), (97750, 'T11'), (92506, 'T22'), (93947, 'T17'), (93504, 'Y2')
S1          | (63718, 'Y18'), (85331, 'V3'), (90207, 'Z20'), (92540, 'U7'), (94569, 'B'), (94579, 'B'), (92492, 'U7'), (93504, 'Y2'), (94527, 'B'), (95698, 'Y21'), (94575, 'B'), (98485, 'K8'), (100091, 'N5'), (97750, 'T11'), (92506, 'T22'), (93947, 'T17')
Y18         | (85331, 'V3'), (92540, 'U7'), (90207, 'Z20'), (93504, 'Y2'), (94569, 'B'), (94579, 'B'), (92492, 'U7'), (93947, 'T17'), (94527, 'B'), (95698, 'Y21'), (94575, 'B'), (98485, 'K8'), (100091, 'N5'), (97750, 'T11'), (92506, 'T22')
V3          | (90207, 'Z20'), (92540, 'U7'), (92492, 'U7'), (93504, 'Y2'), (94569, 'B'), (94579, 'B'), (92506, 'T22'), (93947, 'T17'), (94527, 'B'), (95698, 'Y21'), (94575, 'B'), (98485, 'K8'), (100091, 'N5'), (97750, 'T11')
Z20         | (92492, 'U7'), (92540, 'U7'), (92506, 'T22'), (93504, 'Y2'), (94569, 'B'), (94579, 'B'), (97750, 'T11'), (93947, 'T17'), (94527, 'B'), (95698, 'Y21'), (94575, 'B'), (98485, 'K8'), (100091, 'N5')
U7          | (92506, 'T22'), (92540, 'U7'), (94579, 'B'), (93504, 'Y2'), (94569, 'B'), (98485, 'K8'), (97750, 'T11'), (93947, 'T17'), (94527, 'B'), (95698, 'Y21'), (94575, 'B'), (100091, 'N5')
T22         | (9270, 'A'), (93504, 'Y2'), (92540, 'U7'), (93947, 'T17'), (94569, 'B'), (94579, 'B'), (97750, 'T11'), (100091, 'N5'), (94527, 'B'), (95698, 'Y21'), (94575, 'B'), (98485, 'K8')
A           | (7701, 'D21'), (16448, 'I14'), (39503, 'G1'), (45907, 'S22'), (94569, 'B'), (92540, 'U7'), (82239, 'H13'), (93504, 'Y2'), (76541, 'J16'), (95698, 'Y21'), (94575, 'B'), (98485, 'K8'), (94579, 'B'), (97750, 'T11'), (91396, 'F21'), (100091, 'N5'), (93947, 'T17'), (94527, 'B'), (79022, 'N11')
D21         | (16448, 'I14'), (45907, 'S22'), (39503, 'G1'), (76541, 'J16'), (94569, 'B'), (92540, 'U7'), (82239, 'H13'), (93504, 'Y2'), (79022, 'N11'), (95698, 'Y21'), (94575, 'B'), (98485, 'K8'), (94579, 'B'), (97750, 'T11'), (91396, 'F21'), (100091, 'N5'), (93947, 'T17'), (94527, 'B')
I14         | (39503, 'G1'), (45907, 'S22'), (82239, 'H13'), (76541, 'J16'), (94569, 'B'), (92540, 'U7'), (91396, 'F21'), (93504, 'Y2'), (79022, 'N11'), (95698, 'Y21'), (94575, 'B'), (98485, 'K8'), (94579, 'B'), (97750, 'T11'), (94527, 'B'), (100091, 'N5'), (93947, 'T17')
G1          | (45907, 'S22'), (76541, 'J16'), (82239, 'H13'), (79022, 'N11'), (94569, 'B'), (92540, 'U7'), (91396, 'F21'), (93504, 'Y2'), (93947, 'T17'), (95698, 'Y21'), (94575, 'B'), (98485, 'K8'), (94579, 'B'), (97750, 'T11'), (94527, 'B'), (100091, 'N5')
S22         | (76541, 'J16'), (79022, 'N11'), (82239, 'H13'), (93504, 'Y2'), (94569, 'B'), (92540, 'U7'), (91396, 'F21'), (100091, 'N5'), (93947, 'T17'), (95698, 'Y21'), (94575, 'B'), (98485, 'K8'), (94579, 'B'), (97750, 'T11'), (94527, 'B')
J16         | (79022, 'N11'), (93504, 'Y2'), (82239, 'H13'), (93947, 'T17'), (94569, 'B'), (92540, 'U7'), (91396, 'F21'), (100091, 'N5'), (94527, 'B'), (95698, 'Y21'), (94575, 'B'), (98485, 'K8'), (94579, 'B'), (97750, 'T11'), (94327, 'B')
N11         | (82239, 'H13'), (93504, 'Y2'), (91396, 'F21'), (93947, 'T17'), (94569, 'B'), (92540, 'U7'), (94327, 'B'), (100091, 'N5'), (94527, 'B'), (95698, 'Y21'), (94575, 'B'), (98485, 'K8'), (94579, 'B'), (97750, 'T11')
H13         | (91396, 'F21'), (93504, 'Y2'), (92540, 'U7'), (93947, 'T17'), (94569, 'B'), (94579, 'B'), (94327, 'B'), (100091, 'N5'), (94527, 'B'), (95698, 'Y21'), (94575, 'B'), (98485, 'K8'), (97750, 'T11')
F21         | (92540, 'U7'), (93504, 'Y2'), (94327, 'B'), (93947, 'T17'), (94569, 'B'), (94579, 'B'), (97750, 'T11'), (100091, 'N5'), (94527, 'B'), (95698, 'Y21'), (94575, 'B'), (98485, 'K8')
U7          | (93504, 'Y2'), (93947, 'T17'), (94327, 'B'), (94527, 'B'), (94569, 'B'), (94579, 'B'), (97750, 'T11'), (100091, 'N5'), (98485, 'K8'), (95698, 'Y21'), (94575, 'B')
Y2          | (20355, 'E'), (93947, 'T17'), (94327, 'B'), (94575, 'B'), (94527, 'B'), (94579, 'B'), (97750, 'T11'), (100091, 'N5'), (98485, 'K8'), (95698, 'Y21'), (94569, 'B')
E           | (4995, 'G22'), (32754, 'Q3'), (12466, 'L14'), (78063, 'N13'), (37589, 'V15'), (74353, 'G5'), (17925, 'G25'), (93947, 'T17'), (80064, 'L21'), (90125, 'Z20'), (94569, 'B'), (94579, 'B'), (94327, 'B'), (97750, 'T11'), (84775, 'J25'), (100091, 'N5'), (94575, 'B'), (98485, 'K8'), (92458, 'U7'), (95698, 'Y21'), (94527, 'B')
G22         | (12466, 'L14'), (32754, 'Q3'), (17925, 'G25'), (78063, 'N13'), (37589, 'V15'), (74353, 'G5'), (84775, 'J25'), (93947, 'T17'), (80064, 'L21'), (90125, 'Z20'), (94569, 'B'), (94579, 'B'), (94327, 'B'), (97750, 'T11'), (94527, 'B'), (100091, 'N5'), (94575, 'B'), (98485, 'K8'), (92458, 'U7'), (95698, 'Y21')
L14         | (17925, 'G25'), (32754, 'Q3'), (74353, 'G5'), (78063, 'N13'), (37589, 'V15'), (94327, 'B'), (84775, 'J25'), (93947, 'T17'), (80064, 'L21'), (90125, 'Z20'), (94569, 'B'), (94579, 'B'), (95698, 'Y21'), (97750, 'T11'), (94527, 'B'), (100091, 'N5'), (94575, 'B'), (98485, 'K8'), (92458, 'U7')
G25         | (32754, 'Q3'), (37589, 'V15'), (74353, 'G5'), (78063, 'N13'), (90125, 'Z20'), (94327, 'B'), (84775, 'J25'), (93947, 'T17'), (80064, 'L21'), (92458, 'U7'), (94569, 'B'), (94579, 'B'), (95698, 'Y21'), (97750, 'T11'), (94527, 'B'), (100091, 'N5'), (94575, 'B'), (98485, 'K8')
Q3          | (37589, 'V15'), (78063, 'N13'), (74353, 'G5'), (80064, 'L21'), (90125, 'Z20'), (94327, 'B'), (84775, 'J25'), (93947, 'T17'), (98485, 'K8'), (92458, 'U7'), (94569, 'B'), (94579, 'B'), (95698, 'Y21'), (97750, 'T11'), (94527, 'B'), (100091, 'N5'), (94575, 'B')
V15         | (74353, 'G5'), (78063, 'N13'), (84775, 'J25'), (80064, 'L21'), (90125, 'Z20'), (94327, 'B'), (94527, 'B'), (93947, 'T17'), (98485, 'K8'), (92458, 'U7'), (94569, 'B'), (94579, 'B'), (95698, 'Y21'), (97750, 'T11'), (94575, 'B'), (100091, 'N5')
G5          | (78063, 'N13'), (80064, 'L21'), (84775, 'J25'), (93947, 'T17'), (90125, 'Z20'), (94327, 'B'), (94527, 'B'), (100091, 'N5'), (98485, 'K8'), (92458, 'U7'), (94569, 'B'), (94579, 'B'), (95698, 'Y21'), (97750, 'T11'), (94575, 'B')
N13         | (80064, 'L21'), (90125, 'Z20'), (84775, 'J25'), (93947, 'T17'), (92458, 'U7'), (94327, 'B'), (94527, 'B'), (100091, 'N5'), (98485, 'K8'), (94575, 'B'), (94569, 'B'), (94579, 'B'), (95698, 'Y21'), (97750, 'T11')
L21         | (84775, 'J25'), (90125, 'Z20'), (94327, 'B'), (93947, 'T17'), (92458, 'U7'), (94579, 'B'), (94527, 'B'), (100091, 'N5'), (98485, 'K8'), (94575, 'B'), (94569, 'B'), (97750, 'T11'), (95698, 'Y21')
J25         | (90125, 'Z20'), (92458, 'U7'), (94327, 'B'), (93947, 'T17'), (94569, 'B'), (94579, 'B'), (94527, 'B'), (100091, 'N5'), (98485, 'K8'), (94575, 'B'), (95698, 'Y21'), (97750, 'T11')
Z20         | (89177, 'S'), (93947, 'T17'), (92458, 'U7'), (97750, 'T11'), (94569, 'B'), (94327, 'B'), (94527, 'B'), (100091, 'N5'), (98485, 'K8'), (94575, 'B'), (95698, 'Y21'), (94579, 'B')
S           | (59750, 'S1'), (93947, 'T17'), (63684, 'Y18'), (97750, 'T11'), (94569, 'B'), (92458, 'U7'), (85297, 'V3'), (100091, 'N5'), (98485, 'K8'), (94575, 'B'), (95698, 'Y21'), (94579, 'B'), (94327, 'B'), (94527, 'B')
S1          | (63684, 'Y18'), (93947, 'T17'), (85297, 'V3'), (97750, 'T11'), (94569, 'B'), (92458, 'U7'), (94527, 'B'), (100091, 'N5'), (98485, 'K8'), (94575, 'B'), (95698, 'Y21'), (94579, 'B'), (94327, 'B')
Y18         | (85297, 'V3'), (93947, 'T17'), (92458, 'U7'), (97750, 'T11'), (94569, 'B'), (94327, 'B'), (94527, 'B'), (100091, 'N5'), (98485, 'K8'), (94575, 'B'), (95698, 'Y21'), (94579, 'B')
V3          | (92458, 'U7'), (93947, 'T17'), (94327, 'B'), (97750, 'T11'), (94569, 'B'), (94579, 'B'), (94527, 'B'), (100091, 'N5'), (98485, 'K8'), (94575, 'B'), (95698, 'Y21')
U7          | (93947, 'T17'), (94569, 'B'), (94327, 'B'), (97750, 'T11'), (94575, 'B'), (94579, 'B'), (94527, 'B'), (100091, 'N5'), (98485, 'K8'), (95698, 'Y21')
T17         | (94327, 'B'), (94569, 'B'), (94527, 'B'), (97750, 'T11'), (94575, 'B'), (94579, 'B'), (95698, 'Y21'), (100091, 'N5'), (98485, 'K8')
B           | (4267, 'G24'), (11250, 'S7'), (32441, 'I5'), (17869, 'G25'), (32739, 'E0'), (72975, 'J17'), (53457, 'N1'), (71600, 'Q15'), (31394, 'O22'), (37439, 'V15'), (61074, 'Z5'), (98485, 'K8'), (94579, 'B'), (95698, 'Y21'), (87345, 'M25'), (100091, 'N5'), (94569, 'B'), (97750, 'T11'), (46852, 'T1'), (94575, 'B'), (45943, 'W2'), (94527, 'B')
G24         | (11250, 'S7'), (17869, 'G25'), (32441, 'I5'), (31394, 'O22'), (32739, 'E0'), (72975, 'J17'), (53457, 'N1'), (71600, 'Q15'), (46852, 'T1'), (37439, 'V15'), (61074, 'Z5'), (98485, 'K8'), (94579, 'B'), (95698, 'Y21'), (87345, 'M25'), (100091, 'N5'), (94569, 'B'), (97750, 'T11'), (94527, 'B'), (94575, 'B'), (45943, 'W2')
S7          | (17869, 'G25'), (31394, 'O22'), (32441, 'I5'), (45943, 'W2'), (32739, 'E0'), (72975, 'J17'), (53457, 'N1'), (71600, 'Q15'), (46852, 'T1'), (37439, 'V15'), (61074, 'Z5'), (98485, 'K8'), (94579, 'B'), (95698, 'Y21'), (87345, 'M25'), (100091, 'N5'), (94569, 'B'), (97750, 'T11'), (94527, 'B'), (94575, 'B')
G25         | (31394, 'O22'), (32739, 'E0'), (32441, 'I5'), (45943, 'W2'), (37439, 'V15'), (72975, 'J17'), (53457, 'N1'), (71600, 'Q15'), (46852, 'T1'), (94575, 'B'), (61074, 'Z5'), (98485, 'K8'), (94579, 'B'), (95698, 'Y21'), (87345, 'M25'), (100091, 'N5'), (94569, 'B'), (97750, 'T11'), (94527, 'B')
O22         | (32441, 'I5'), (32739, 'E0'), (53457, 'N1'), (45943, 'W2'), (37439, 'V15'), (72975, 'J17'), (87345, 'M25'), (71600, 'Q15'), (46852, 'T1'), (94575, 'B'), (61074, 'Z5'), (98485, 'K8'), (94579, 'B'), (95698, 'Y21'), (94527, 'B'), (100091, 'N5'), (94569, 'B'), (97750, 'T11')
I5          | (32739, 'E0'), (37439, 'V15'), (53457, 'N1'), (45943, 'W2'), (61074, 'Z5'), (72975, 'J17'), (87345, 'M25'), (71600, 'Q15'), (46852, 'T1'), (94575, 'B'), (97750, 'T11'), (98485, 'K8'), (94579, 'B'), (95698, 'Y21'), (94527, 'B'), (100091, 'N5'), (94569, 'B')
E0          | (37439, 'V15'), (45943, 'W2'), (53457, 'N1'), (46852, 'T1'), (61074, 'Z5'), (72975, 'J17'), (87345, 'M25'), (71600, 'Q15'), (94569, 'B'), (94575, 'B'), (97750, 'T11'), (98485, 'K8'), (94579, 'B'), (95698, 'Y21'), (94527, 'B'), (100091, 'N5')
V15         | (20351, 'E'), (45943, 'W2'), (53457, 'N1'), (46852, 'T1'), (61074, 'Z5'), (72975, 'J17'), (87345, 'M25'), (71600, 'Q15'), (94569, 'B'), (94575, 'B'), (97750, 'T11'), (98485, 'K8'), (94579, 'B'), (95698, 'Y21'), (94527, 'B'), (100091, 'N5')
E           | (4991, 'G22'), (12462, 'L14'), (53457, 'N1'), (45943, 'W2'), (32750, 'Q3'), (72975, 'J17'), (87345, 'M25'), (71600, 'Q15'), (46852, 'T1'), (78059, 'N13'), (61074, 'Z5'), (90121, 'Z20'), (94579, 'B'), (95698, 'Y21'), (94527, 'B'), (100091, 'N5'), (74349, 'G5'), (94569, 'B'), (84771, 'J25'), (94575, 'B'), (80060, 'L21'), (97750, 'T11'), (92454, 'U7'), (98485, 'K8')
G22         | (12462, 'L14'), (32750, 'Q3'), (53457, 'N1'), (45943, 'W2'), (61074, 'Z5'), (72975, 'J17'), (87345, 'M25'), (71600, 'Q15'), (46852, 'T1'), (78059, 'N13'), (92454, 'U7'), (90121, 'Z20'), (94579, 'B'), (95698, 'Y21'), (94527, 'B'), (100091, 'N5'), (74349, 'G5'), (94569, 'B'), (84771, 'J25'), (94575, 'B'), (80060, 'L21'), (97750, 'T11'), (98485, 'K8')
L14         | (32750, 'Q3'), (45943, 'W2'), (53457, 'N1'), (46852, 'T1'), (61074, 'Z5'), (72975, 'J17'), (87345, 'M25'), (71600, 'Q15'), (84771, 'J25'), (78059, 'N13'), (92454, 'U7'), (90121, 'Z20'), (94579, 'B'), (95698, 'Y21'), (94527, 'B'), (100091, 'N5'), (74349, 'G5'), (94569, 'B'), (98485, 'K8'), (94575, 'B'), (80060, 'L21'), (97750, 'T11')
Q3          | (45943, 'W2'), (46852, 'T1'), (53457, 'N1'), (71600, 'Q15'), (61074, 'Z5'), (72975, 'J17'), (87345, 'M25'), (74349, 'G5'), (84771, 'J25'), (78059, 'N13'), (92454, 'U7'), (90121, 'Z20'), (94579, 'B'), (95698, 'Y21'), (94527, 'B'), (100091, 'N5'), (97750, 'T11'), (94569, 'B'), (98485, 'K8'), (94575, 'B'), (80060, 'L21')
W2          | (46852, 'T1'), (61074, 'Z5'), (53457, 'N1'), (71600, 'Q15'), (78059, 'N13'), (72975, 'J17'), (87345, 'M25'), (74349, 'G5'), (84771, 'J25'), (80060, 'L21'), (92454, 'U7'), (90121, 'Z20'), (94579, 'B'), (95698, 'Y21'), (94527, 'B'), (100091, 'N5'), (97750, 'T11'), (94569, 'B'), (98485, 'K8'), (94575, 'B')
T1          | (53457, 'N1'), (61074, 'Z5'), (72975, 'J17'), (71600, 'Q15'), (78059, 'N13'), (90121, 'Z20'), (87345, 'M25'), (74349, 'G5'), (84771, 'J25'), (80060, 'L21'), (92454, 'U7'), (94575, 'B'), (94579, 'B'), (95698, 'Y21'), (94527, 'B'), (100091, 'N5'), (97750, 'T11'), (94569, 'B'), (98485, 'K8')
