Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min
192.168.4.120-64.94.107.23-4104-80-6,192.168.4.120,4104,64.94.107.23,80,6,13/06/2010 06:09:46,86908,3,2,77,476,71,0,25.66666667,39.37427248,474,2,238,333.7544007,6363.050582,57.53210291,21727,24664.10804,48504,174,38404,19202,26909.65566,38230,174,50048,50048,0,50048,50048,0,0,0,0,68,44,34.51926175,23.01284117,0,474,92.16666667,189.0972413,35757.76667,0,0,0,1,0,0,0,0,0,110.6,25.66666667,238,68,0,0,0,0,0,0,3,77,2,476,16384,5840,2,20,0,0,0,0,0,0,0,0
192.168.4.120-64.94.107.23-4104-80-6,192.168.4.120,4104,64.94.107.23,80,6,13/06/2010 06:09:46,64,2,0,12,0,6,6,6,0,0,0,0,0,187500,31250,64,0,64,64,64,64,0,64,64,0,0,0,0,0,0,0,0,0,40,0,31250,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,17046,-1,1,20,0,0,0,0,0,0,0,0
192.168.4.120-208.122.28.26-4100-80-6,192.168.4.120,4100,208.122.28.26,80,6,13/06/2010 06:09:44,5112665,4,5,95,1665,83,0,23.75,39.60113635,1460,0,333,635.3101605,344.2431687,1.760334385,639083.125,1757054.925,4987110,81,125555,41851.66667,36111.81177,63549,165,5052076,1263019,2483750.364,4988445,81,0,0,0,0,88,108,0.782370838,0.977963547,0,1460,176,455.3535867,207346.8889,0,0,0,1,0,0,0,0,1,195.5555556,23.75,333,88,0,0,0,0,0,0,4,95,5,1665,16384,5840,3,20,0,0,0,0,0,0,0,0
192.168.4.120-208.122.28.21-4097-80-6,192.168.4.120,4097,208.122.28.21,80,6,13/06/2010 06:09:41,8250248,14,14,589,13405,97,0,42.07142857,44.45302497,1460,0,957.5,619.9020704,1696.191436,3.393837373,305564.7407,985934.471,4990758,66,3259490,250730,416151.3591,1422333,394,8200059,630773.7692,1387731.686,4991820,66,0,0,0,0,288,288,1.696918687,1.696918687,0,1460,482.5517241,630.4349171,397448.1847,0,0,0,1,0,0,0,0,1,499.7857143,42.07142857,957.5,288,0,0,0,0,0,0,14,589,14,13405,16384,5840,13,20,0,0,0,0,0,0,0,0
192.168.4.120-208.122.28.26-4100-80-6,192.168.4.120,4100,208.122.28.26,80,6,13/06/2010 06:09:49,1907464,3,0,108,0,96,6,36,51.96152423,0,0,0,0,56.61967932,1.57276887,953732,1348724.161,1907424,40,1907464,953732,1348724.161,1907424,40,0,0,0,0,0,0,0,0,0,60,0,1.57276887,0,6,96,28.5,45,2025,0,0,0,0,1,0,0,0,0,38,36,0,60,0,0,0,0,0,0,3,108,0,0,17520,-1,2,20,0,0,0,0,0,0,0,0
192.168.4.120-64.94.107.23-4107-80-6,192.168.4.120,4107,64.94.107.23,80,6,13/06/2010 06:09:51,77163,3,2,77,476,71,0,25.66666667,39.37427248,474,2,238,333.7544007,7166.647227,64.79789536,19290.75,22357.64847,42582,89,34581,17290.5,24326.59459,34492,89,42887,42887,0,42887,42887,0,0,0,0,68,44,38.87873722,25.91915815,0,474,92.16666667,189.0972413,35757.76667,0,0,0,1,0,0,0,0,0,110.6,25.66666667,238,68,0,0,0,0,0,0,3,77,2,476,16384,5840,2,20,0,0,0,0,0,0,0,0
192.168.4.120-64.94.107.23-4107-80-6,192.168.4.120,4107,64.94.107.23,80,6,13/06/2010 06:09:51,205,2,0,12,0,6,6,6,0,0,0,0,0,58536.58537,9756.097561,205,0,205,205,205,205,0,205,205,0,0,0,0,0,0,0,0,0,40,0,9756.097561,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,17046,-1,1,20,0,0,0,0,0,0,0,0
192.168.4.118-192.168.4.119-2916-139-6,192.168.4.118,2916,192.168.4.119,139,6,13/06/2010 06:09:51,24959,16,15,1759,1448,264,0,109.9375,87.67703519,287,0,96.53333333,88.29889715,128490.7248,1242.036941,831.9666667,628.9814691,2291,208,24959,1663.933333,926.3898028,2999,530,24177,1726.928571,1025.870997,3558,577,0,0,0,0,328,308,641.0513242,600.9856164,0,287,100.21875,87.29288275,7620.047379,0,0,0,1,0,0,0,0,0,103.4516129,109.9375,96.53333333,328,0,0,0,0,0,0,16,1759,15,1448,16384,17228,15,20,0,0,0,0,0,0,0,0
192.168.4.120-208.122.28.21-4097-80-6,192.168.4.120,4097,208.122.28.21,80,6,13/06/2010 06:09:49,3478558,3,0,106,0,94,6,35.33333333,50.80682369,0,0,0,0,30.4723969,0.862426327,1739279,2459703.465,3478552,6,3478558,1739279,2459703.465,3478552,6,0,0,0,0,0,0,0,0,0,60,0,0.862426327,0,6,94,28,44,1936,0,0,0,0,1,0,0,0,0,37.33333333,35.33333333,0,60,0,0,0,0,0,0,3,106,0,0,17520,-1,2,20,0,0,0,0,0,0,0,0
192.168.4.120-208.122.28.27-4101-80-6,192.168.4.120,4101,208.122.28.27,80,6,13/06/2010 06:09:44,12102285,20,20,860,18554,85,0,43,38.67815921,1460,0,927.7,579.7485026,1604.159876,3.305160968,310315,1064968.892,4855995,6,7246290,381383.6842,1068902.078,4578035,157,1.21E+07,634238.6842,1522597.299,4995592,6,0,0,0,0,408,408,1.652580484,1.652580484,0,1460,473.5121951,601.4823822,361781.0561,0,0,0,1,0,0,0,0,1,485.35,43,927.7,408,0,0,0,0,0,0,20,860,20,18554,16384,5840,19,20,0,0,0,0,0,0,0,0
192.168.4.120-209.80.46.74-4109-80-6,192.168.4.120,4109,209.80.46.74,80,6,13/06/2010 06:09:58,224509,3,3,74,374,68,0,24.66666667,37.64748774,368,0,124.6666667,210.7542012,1995.465661,26.72498653,44901.8,61351.04829,113699,6,110804,55402,78217.32371,110710,94,114014,57007,80611.58727,114008,6,0,0,0,0,68,68,13.36249326,13.36249326,0,368,64,136.2889088,18574.66667,0,0,0,1,0,0,0,0,1,74.66666667,24.66666667,124.6666667,68,0,0,0,0,0,0,3,74,3,374,16384,65467,2,20,0,0,0,0,0,0,0,0
192.168.4.120-208.122.28.27-4096-80-6,192.168.4.120,4096,208.122.28.27,80,6,13/06/2010 06:09:41,18437444,59,58,2562,62661,88,0,43.42372881,38.88143045,1460,0,1080.362069,488.0623593,3537.529389,6.345781986,158943.4828,561433.4745,4860029,5,1.36E+07,234093.3621,470256.8911,2860404,288,1.84E+07,322602.8947,822447.2242,4988609,5,0,0,0,0,1200,1168,3.200009719,3.145772266,0,1460,552.7372881,623.0747774,388222.1783,0,0,0,1,0,0,0,0,0,557.4615385,43.42372881,1080.362069,1200,0,0,0,0,0,0,59,2562,58,62661,16384,5840,57,20,0,0,0,0,0,0,0,0
192.168.4.120-209.80.46.74-4109-80-6,192.168.4.120,4109,209.80.46.74,80,6,13/06/2010 06:09:58,1087932,2,0,12,0,6,6,6,0,0,0,0,0,11.03010115,1.838350191,1087932,0,1087932,1087932,1087932,1087932,0,1087932,1087932,0,0,0,0,0,0,0,0,0,40,0,1.838350191,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,17152,-1,1,20,0,0,0,0,0,0,0,0
192.168.4.120-64.94.107.23-4110-80-6,192.168.4.120,4110,64.94.107.23,80,6,13/06/2010 06:10:00,74949,3,2,77,476,71,0,25.66666667,39.37427248,474,2,238,333.7544007,7378.350612,66.71203085,18737.25,21456.52812,38064,117,36885,18442.5,25916.17064,36768,117,38390,38390,0,38390,38390,0,0,0,0,68,44,40.02721851,26.68481234,0,474,92.16666667,189.0972413,35757.76667,0,0,0,1,0,0,0,0,0,110.6,25.66666667,238,68,0,0,0,0,0,0,3,77,2,476,16384,5840,2,20,0,0,0,0,0,0,0,0
192.168.4.120-64.94.107.23-4110-80-6,192.168.4.120,4110,64.94.107.23,80,6,13/06/2010 06:10:00,34,2,0,12,0,6,6,6,0,0,0,0,0,352941.1765,58823.52941,34,0,34,34,34,34,0,34,34,0,0,0,0,0,0,0,0,0,40,0,58823.52941,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,17046,-1,1,20,0,0,0,0,0,0,0,0
192.168.4.120-209.80.46.74-4111-80-6,192.168.4.120,4111,209.80.46.74,80,6,13/06/2010 06:10:00,225351,3,3,74,374,68,0,24.66666667,37.64748774,368,0,124.6666667,210.7542012,1988.009816,26.62513146,45070.2,61567.58405,114425,5,110921,55460.5,78315.61155,110838,83,114781,57390.5,81155.35238,114776,5,0,0,0,0,68,68,13.31256573,13.31256573,0,368,64,136.2889088,18574.66667,0,0,0,1,0,0,0,0,1,74.66666667,24.66666667,124.6666667,68,0,0,0,0,0,0,3,74,3,374,16384,65467,2,20,0,0,0,0,0,0,0,0
192.168.4.120-209.80.46.74-4111-80-6,192.168.4.120,4111,209.80.46.74,80,6,13/06/2010 06:10:00,805442,2,0,12,0,6,6,6,0,0,0,0,0,14.89865192,2.483108653,805442,0,805442,805442,805442,805442,0,805442,805442,0,0,0,0,0,0,0,0,0,40,0,2.483108653,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,17152,-1,1,20,0,0,0,0,0,0,0,0
192.168.4.120-208.122.28.18-4105-80-6,192.168.4.120,4105,208.122.28.18,80,6,13/06/2010 06:09:46,15947307,16,17,640,16914,95,0,40,40.91943304,1460,0,994.9411765,555.6208769,1100.750114,2.069314901,498353.3438,1226187.985,4974813,134,1.10E+07,731499.6,1247432.39,3440229,134,1.59E+07,993605.875,1635476.512,4975633,338,0,0,0,0,328,348,1.003304194,1.066010706,0,1460,516.2941176,621.7170032,386532.0321,0,0,0,1,0,0,0,0,1,531.9393939,40,994.9411765,328,0,0,0,0,0,0,16,640,17,16914,16384,5840,15,20,0,0,0,0,0,0,0,0
192.168.4.120-208.122.28.18-4103-80-6,192.168.4.120,4103,208.122.28.18,80,6,13/06/2010 06:09:46,16283418,44,46,1789,52288,95,0,40.65909091,41.04050364,1460,0,1136.695652,466.590178,3320.985803,5.52709511,182959.7528,694654.6318,4991662,134,1.13E+07,262598.9767,647219.6465,3505958,134,1.62E+07,360760.3778,964666.8236,4993019,260,0,0,0,0,900,928,2.702135387,2.824959723,0,1460,594.2527473,643.2736517,413800.991,0,0,0,1,0,0,0,0,1,600.8555556,40.65909091,1136.695652,900,0,0,0,0,0,0,44,1789,46,52288,16384,5840,42,20,0,0,0,0,0,0,0,0
192.168.4.120-208.122.28.26-4106-80-6,192.168.4.120,4106,208.122.28.26,80,6,13/06/2010 06:09:51,11326478,13,11,506,10936,96,0,38.92307692,44.46433316,1460,0,994.1818182,644.5953488,1010.199287,2.118928761,492455.5652,1152021.118,4783022,150,6543456,545288,874215.8795,2682018,150,1.13E+07,1127162,1719312.226,4927909,3412,0,0,0,0,268,228,1.147753079,0.971175682,0,1460,457.68,640.1187859,409752.06,0,0,0,1,0,0,0,0,0,476.75,38.92307692,994.1818182,268,0,0,0,0,0,0,13,506,11,10936,16384,5840,12,20,0,0,0,0,0,0,0,0
192.168.3.116-192.168.5.122-2756-143-6,192.168.5.122,143,192.168.3.116,2756,6,13/06/2010 06:08:02,119975211,4,1,68,6,17,17,17,0,6,6,6,0,0.616794081,0.041675276,3.00E+07,5.99E+07,1.20E+08,161,1.20E+08,4.00E+07,6.93E+07,1.20E+08,161,0,0,0,0,0,1,0,0,0,80,20,0.033340221,0.008335055,6,17,15.16666667,4.490731195,20.16666667,0,1,0,0,1,0,0,0,0,18.2,17,6,80,0,0,0,0,0,0,4,68,1,6,8576,17452,3,20,164722,0,164722,164722,1.20E+08,0,1.20E+08,1.20E+08
192.168.4.120-64.94.107.23-4112-80-6,192.168.4.120,4112,64.94.107.23,80,6,13/06/2010 06:10:02,70986,3,2,77,476,71,0,25.66666667,39.37427248,474,2,238,333.7544007,7790.268504,70.43642408,17746.5,20416.95696,38045,123,32941,16470.5,23118.85621,32818,123,38385,38385,0,38385,38385,0,0,0,0,68,44,42.26185445,28.17456963,0,474,92.16666667,189.0972413,35757.76667,0,0,0,1,0,0,0,0,0,110.6,25.66666667,238,68,0,0,0,0,0,0,3,77,2,476,16384,5840,2,20,0,0,0,0,0,0,0,0
192.168.4.120-64.94.107.23-4112-80-6,192.168.4.120,4112,64.94.107.23,80,6,13/06/2010 06:10:02,57,2,0,12,0,6,6,6,0,0,0,0,0,210526.3158,35087.7193,57,0,57,57,57,57,0,57,57,0,0,0,0,0,0,0,0,0,40,0,35087.7193,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,17046,-1,1,20,0,0,0,0,0,0,0,0
192.168.4.120-208.122.28.21-4108-80-6,192.168.4.120,4108,208.122.28.21,80,6,13/06/2010 06:09:53,10631322,21,21,1035,20335,112,0,49.28571429,47.39529814,1460,0,968.3333333,583.2923224,2010.098086,3.950590529,259300.5366,828249.7526,4846253,5,5785069,289253.45,516672.6774,1832460,136,1.06E+07,528828.35,1185506.814,4988479,5,0,0,0,0,428,428,1.975295264,1.975295264,0,1460,496.9767442,616.6576764,380266.6899,0,0,0,1,0,0,0,0,1,508.8095238,49.28571429,968.3333333,428,0,0,0,0,0,0,21,1035,21,20335,16384,5840,20,20,0,0,0,0,0,0,0,0
192.168.4.120-208.122.28.26-4099-80-6,192.168.4.120,4099,208.122.28.26,80,6,13/06/2010 06:09:42,21433149,48,49,1902,55729,96,0,39.625,38.89955696,1460,0,1137.326531,476.241946,2688.87227,4.525699887,223261.9687,749284.4663,4809129,7,1.66E+07,353702.5532,798891.3714,4475169,147,2.14E+07,445418.25,1091540.585,4994793,7,0,0,0,0,968,988,2.239521593,2.286178293,0,1460,588.0714286,646.3547149,417774.4175,0,0,0,1,0,0,0,0,1,594.1340206,39.625,1137.326531,968,0,0,0,0,0,0,48,1902,49,55729,16384,5840,47,20,0,0,0,0,0,0,0,0
142.176.121.217-192.168.4.120-80-4066-6,192.168.4.120,4066,142.176.121.217,80,6,13/06/2010 06:08:55,68713482,19,16,797,4445,59,0,41.94736842,25.82090816,341,0,277.8125,135.8549318,76.28779458,0.509361467,2020984.765,1.03E+07,5.98E+07,145,8887531,493751.7222,1408416.893,5815593,145,6.87E+07,4579833.267,1.54E+07,6.00E+07,14491,0,0,0,0,388,328,0.276510511,0.232850956,0,341,145.6111111,150.6049284,22681.84444,0,0,0,1,0,0,0,0,0,149.7714286,41.94736842,277.8125,388,0,0,0,0,0,0,19,797,16,4445,16384,5840,18,20,247286,0,247286,247286,5815593,0,5815593,5815593
192.168.4.120-74.50.3.200-3990-80-6,192.168.4.120,3990,74.50.3.200,80,6,13/06/2010 06:08:29,94676370,2,0,12,0,6,6,6,0,0,0,0,0,0.126747572,0.021124595,9.47E+07,0,9.47E+07,9.47E+07,9.47E+07,9.47E+07,0,9.47E+07,9.47E+07,0,0,0,0,0,0,0,0,0,40,0,0.021124595,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,16748,-1,1,20,0,0,0,0,0,0,0,0
192.168.4.120-74.63.40.21-3981-80-6,192.168.4.120,3981,74.63.40.21,80,6,13/06/2010 06:08:25,98831441,2,0,12,0,6,6,6,0,0,0,0,0,0.121418851,0.020236475,9.88E+07,0,9.88E+07,9.88E+07,9.88E+07,9.88E+07,0,9.88E+07,9.88E+07,0,0,0,0,0,0,0,0,0,40,0,0.020236475,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,16560,-1,1,20,0,0,0,0,0,0,0,0
192.168.4.120-74.63.40.21-3983-80-6,192.168.4.120,3983,74.63.40.21,80,6,13/06/2010 06:08:25,98914637,2,0,12,0,6,6,6,0,0,0,0,0,0.121316727,0.020219454,9.89E+07,0,9.89E+07,9.89E+07,9.89E+07,9.89E+07,0,9.89E+07,9.89E+07,0,0,0,0,0,0,0,0,0,40,0,0.020219454,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,16560,-1,1,20,0,0,0,0,0,0,0,0
131.202.240.218-192.168.5.122-46573-80-6,131.202.240.218,46573,192.168.5.122,80,6,13/06/2010 06:10:04,9399,3,4,116,770,116,0,38.66666667,66.97263123,770,0,192.5,385,94265.34738,744.7600809,1566.5,2457.584078,6501,6,8064,4032,4014.952304,6871,1193,9029,3009.666667,4375.654503,8030,6,0,0,0,0,104,136,319.1828918,425.5771891,0,770,110.75,269.4522221,72604.5,0,0,0,1,0,0,0,0,1,126.5714286,38.66666667,192.5,104,0,0,0,0,0,0,3,116,4,770,5840,46,1,32,0,0,0,0,0,0,0,0
131.202.240.218-192.168.5.122-46573-80-6,131.202.240.218,46573,192.168.5.122,80,6,13/06/2010 06:10:04,742,2,0,0,0,0,0,0,0,0,0,0,0,0,2695.41779,742,0,742,742,742,742,0,742,742,0,0,0,0,0,0,0,0,0,64,0,2695.41779,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2,0,0,0,8,-1,0,32,0,0,0,0,0,0,0,0
192.168.4.120-208.122.28.21-4098-80-6,192.168.4.120,4098,208.122.28.21,80,6,13/06/2010 06:09:41,23985441,68,67,3880,73085,112,0,57.05882353,43.53310024,1460,0,1090.820896,488.0988451,3208.821551,5.628414337,178995.8284,642393.3548,4986909,5,1.90E+07,283560.1791,663349.2989,4358087,353,2.39E+07,362638.1061,908195.0974,4992492,5,0,0,0,0,1368,1348,2.835053147,2.793361189,0,1460,565.9191176,622.0570065,386954.9193,0,0,0,1,0,0,0,0,0,570.1111111,57.05882353,1090.820896,1368,0,0,0,0,0,0,68,3880,67,73085,16384,5840,67,20,0,0,0,0,0,0,0,0
192.168.4.120-96.255.120.45-3988-80-6,192.168.4.120,3988,96.255.120.45,80,6,13/06/2010 06:08:23,105948492,66,121,509,172780,125,0,7.712121212,14.67783798,1460,0,1427.933884,205.2327027,1635.596663,1.765008604,569615.5484,7487834.341,1.02E+08,189,1.06E+08,1629976.8,1.27E+07,1.02E+08,189,3740568,31171.4,79845.3247,747553,376,0,0,0,0,1328,2428,0.622944213,1.142064391,0,1460,921.75,701.6468986,492308.3703,0,0,0,1,0,0,0,0,1,926.6791444,7.712121212,1427.933884,1328,0,0,0,0,0,0,66,509,121,172780,16384,65410,65,20,0,0,0,0,0,0,0,0
192.168.4.120-74.50.3.200-4001-80-6,192.168.4.120,4001,74.50.3.200,80,6,13/06/2010 06:08:31,97205023,2,0,12,0,6,6,6,0,0,0,0,0,0.123450411,0.020575068,9.72E+07,0,9.72E+07,9.72E+07,9.72E+07,9.72E+07,0,9.72E+07,9.72E+07,0,0,0,0,0,0,0,0,0,40,0,0.020575068,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,17520,-1,1,20,0,0,0,0,0,0,0,0
192.168.4.120-74.50.3.200-4008-80-6,192.168.4.120,4008,74.50.3.200,80,6,13/06/2010 06:08:33,95154472,2,0,12,0,6,6,6,0,0,0,0,0,0.126110731,0.021018455,9.52E+07,0,9.52E+07,9.52E+07,9.52E+07,9.52E+07,0,9.52E+07,9.52E+07,0,0,0,0,0,0,0,0,0,40,0,0.021018455,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,17520,-1,1,20,0,0,0,0,0,0,0,0
192.168.4.120-96.255.120.45-3988-80-6,96.255.120.45,80,192.168.4.120,3988,6,13/06/2010 06:10:09,247,2,0,12,0,6,6,6,0,0,0,0,0,48582.99595,8097.165992,247,0,247,247,247,247,0,247,247,0,0,0,0,0,0,0,0,0,40,0,8097.165992,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,65410,-1,1,20,0,0,0,0,0,0,0,0
192.168.4.120-97.74.104.201-4003-80-6,192.168.4.120,4003,97.74.104.201,80,6,13/06/2010 06:08:23,108420601,89,150,616,203304,95,0,6.921348315,11.91945003,1380,0,1355.36,167.6429683,1880.823369,2.204378114,455548.7437,6481801.212,1.00E+08,209,1.08E+08,1232052.284,1.07E+07,1.00E+08,209,6589030,44221.67785,150125.1473,1379374,2440,0,0,0,0,1920,3008,0.820877206,1.383500909,0,1380,849.6666667,667.5076021,445566.3989,0,0,0,1,0,0,0,0,1,853.2217573,6.921348315,1355.36,1920,0,0,0,0,0,0,89,616,150,203304,16384,65369,77,20,0,0,0,0,0,0,0,0
192.168.4.120-97.74.104.201-4003-80-6,97.74.104.201,80,192.168.4.120,4003,6,13/06/2010 06:10:11,488,2,0,12,0,6,6,6,0,0,0,0,0,24590.16393,4098.360656,488,0,488,488,488,488,0,488,488,0,0,0,0,0,0,0,0,0,40,0,4098.360656,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,65369,-1,1,20,0,0,0,0,0,0,0,0
192.168.4.120-74.63.40.21-3983-80-6,192.168.4.120,3983,74.63.40.21,80,6,13/06/2010 06:10:06,4921632,2,0,12,0,6,6,6,0,0,0,0,0,2.438215616,0.406369269,4921632,0,4921632,4921632,4921632,4921632,0,4921632,4921632,0,0,0,0,0,0,0,0,0,40,0,0.406369269,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,16560,-1,1,20,0,0,0,0,0,0,0,0
192.168.4.120-74.50.3.200-3990-80-6,192.168.4.120,3990,74.50.3.200,80,6,13/06/2010 06:10:06,4921627,2,0,12,0,6,6,6,0,0,0,0,0,2.438218093,0.406369682,4921627,0,4921627,4921627,4921627,4921627,0,4921627,4921627,0,0,0,0,0,0,0,0,0,40,0,0.406369682,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,16748,-1,1,20,0,0,0,0,0,0,0,0
192.168.4.120-72.233.44.59-4070-80-6,192.168.4.120,4070,72.233.44.59,80,6,13/06/2010 06:08:55,77169164,275,399,13368,429806,147,0,48.61090909,56.53670622,1460,2,1077.20802,582.4002918,5742.889738,8.734058594,114664.4339,677639.0414,1.27E+07,5,7.72E+07,281629.5328,1041301.076,1.27E+07,140,7.71E+07,193675.2111,918261.0172,1.29E+07,5,0,0,0,0,5508,7984,3.563599575,5.170459019,0,1460,656.5540741,676.5969995,457783.4997,0,0,0,1,0,0,0,0,1,657.5281899,48.61090909,1077.20802,5508,0,0,0,0,0,0,275,13368,399,429806,16384,6432,274,20,6998147.333,1.13E+07,2.00E+07,421590,8153797.667,4005001.663,1.27E+07,5046763
192.168.4.120-72.233.44.59-4070-80-6,192.168.4.120,4070,72.233.44.59,80,6,13/06/2010 06:10:13,6,2,0,12,0,6,6,6,0,0,0,0,0,2000000,333333.3333,6,0,6,6,6,6,0,6,6,0,0,0,0,0,0,0,0,0,40,0,333333.3333,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,16084,-1,1,20,0,0,0,0,0,0,0,0
142.176.121.217-192.168.4.120-80-4032-6,192.168.4.120,4032,142.176.121.217,80,6,13/06/2010 06:08:31,103037683,53,43,2474,14043,83,0,46.67924528,24.03664957,732,0,326.5813953,107.423557,160.3005766,0.931697969,1084607.189,6392049.504,5.98E+07,161,4.32E+07,831656.1923,2587688.883,1.43E+07,161,1.03E+08,2452551.262,9550759.054,6.00E+07,2047,0,0,0,0,1068,868,0.51437492,0.417323049,0,732,170.2783505,158.2421498,25040.57796,0,0,0,1,0,0,0,0,0,172.0520833,46.67924528,326.5813953,1068,0,0,0,0,0,0,53,2474,43,14043,16384,5840,52,20,9084212.5,1.25E+07,1.79E+07,263822,1.24E+07,2625831.132,1.43E+07,1.05E+07
192.168.4.120-74.50.3.200-4001-80-6,192.168.4.120,4001,74.50.3.200,80,6,13/06/2010 06:10:11,5468490,2,0,12,0,6,6,6,0,0,0,0,0,2.194390042,0.365731674,5468490,0,5468490,5468490,5468490,5468490,0,5468490,5468490,0,0,0,0,0,0,0,0,0,40,0,0.365731674,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,17520,-1,1,20,0,0,0,0,0,0,0,0
192.168.4.120-74.50.3.200-4008-80-6,192.168.4.120,4008,74.50.3.200,80,6,13/06/2010 06:10:11,5812278,2,0,12,0,6,6,6,0,0,0,0,0,2.064594983,0.344099164,5812278,0,5812278,5812278,5812278,5812278,0,5812278,5812278,0,0,0,0,0,0,0,0,0,40,0,0.344099164,0,6,6,6,0,0,0,0,0,0,1,1,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,17520,-1,1,20,0,0,0,0,0,0,0,0
142.166.14.80-192.168.4.120-80-4036-6,192.168.4.120,4036,142.166.14.80,80,6,13/06/2010 06:08:38,100354261,5,3,101,370,83,0,20.2,35.20227265,364,0,123.3333333,208.4450367,4.693373209,0.079717592,1.43E+07,3.79E+07,1.00E+08,159,1.00E+08,2.51E+07,5.01E+07,1.00E+08,159,13321,6660.5,5712.715685,10700,2621,0,0,0,0,108,68,0.049823495,0.029894097,0,364,52.33333333,119.8332174,14360,0,0,0,1,0,0,0,0,0,58.875,20.2,123.3333333,108,0,0,0,0,0,0,5,101,3,370,16384,5840,4,20,0,0,0,0,0,0,0,0
192.168.4.120-74.63.40.21-3980-80-6,192.168.4.120,3980,74.63.40.21,80,6,13/06/2010 06:08:31,107048754,2,0,12,0,6,6,6,0,0,0,0,0,0.112098456,0.018683076,1.07E+08,0,1.07E+08,1.07E+08,1.07E+08,1.07E+08,0,1.07E+08,1.07E+08,0,0,0,0,0,0,0,0,0,40,0,0.018683076,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,9,6,0,40,0,0,0,0,0,0,2,12,0,0,15310,-1,1,20,0,0,0,0,0,0,0,0
